Array name	Sample name	Batch
5500024024213121906559.D11	5500024024213121906559.D11	645
5500024024213121906559.D12	5500024024213121906559.D12	645
5500024024213121906559.F01	5500024024213121906559.F01	644
5500024024213121906559.F02	5500024024213121906559.F02	644
5500024024213121906559.F03	5500024024213121906559.F03	644
5500024024213121906559.F04	5500024024213121906559.F04	644
5500024024213121906559.F05	5500024024213121906559.F05	644
5500024024213121906559.F06	5500024024213121906559.F06	644
5500024024213121906559.F07	5500024024213121906559.F07	645
5500024024213121906559.F08	5500024024213121906559.F08	645
5500024024213121906559.F09	5500024024213121906559.F09	645
5500024024213121906559.F10	5500024024213121906559.F10	645
5500024024213121906559.F11	5500024024213121906559.F11	645
5500024024213121906559.F12	5500024024213121906559.F12	645
5500024024213121906559.G01	5500024024213121906559.G01	644
5500024024213121906559.G03	5500024024213121906559.G03	644
5500024024213121906559.G05	5500024024213121906559.G05	644
5500024024213121906559.G06	5500024024213121906559.G06	644
5500024024213121906559.G07	5500024024213121906559.G07	645
5500024024213121906559.G09	5500024024213121906559.G09	645
5500024024213121906559.G10	5500024024213121906559.G10	645
5500024024213121906559.G11	5500024024213121906559.G11	645
5500024024213121906559.G12	5500024024213121906559.G12	645
5500024024213121906559.H02	5500024024213121906559.H02	644
5500024024213121906559.H03	5500024024213121906559.H03	644
5500024024213121906559.H05	5500024024213121906559.H05	644
5500024024213121906559.H06	5500024024213121906559.H06	644
5500024024213121906559.H08	5500024024213121906559.H08	645
5500024024213121906559.H09	5500024024213121906559.H09	645
5500024024213121906559.H10	5500024024213121906559.H10	645
5500024024213121906559.H11	5500024024213121906559.H11	645
5500024024213121906559.H12	5500024024213121906559.H12	645
5500024024213121906560.A01	5500024024213121906560.A01	618
5500024024213121906560.A02	5500024024213121906560.A02	618
5500024024213121906560.A03	5500024024213121906560.A03	618
5500024024213121906560.A04	5500024024213121906560.A04	618
5500024024213121906560.A05	5500024024213121906560.A05	618
5500024024213121906560.A07	5500024024213121906560.A07	619
5500024024213121906560.A08	5500024024213121906560.A08	619
5500024024213121906560.A09	5500024024213121906560.A09	619
5500024024213121906560.A10	5500024024213121906560.A10	619
5500024024213121906560.A11	5500024024213121906560.A11	619
5500024024213121906560.B01	5500024024213121906560.B01	618
5500024024213121906560.B02	5500024024213121906560.B02	618
5500024024213121906560.B03	5500024024213121906560.B03	618
5500024024213121906560.B04	5500024024213121906560.B04	618
5500024024213121906560.B07	5500024024213121906560.B07	619
5500024024213121906560.B08	5500024024213121906560.B08	619
5500024024213121906560.B09	5500024024213121906560.B09	619
5500024024213121906560.B10	5500024024213121906560.B10	619
5500024024213121906560.B12	5500024024213121906560.B12	619
5500024024213121906560.C01	5500024024213121906560.C01	618
5500024024213121906560.C02	5500024024213121906560.C02	618
5500024024213121906560.C03	5500024024213121906560.C03	618
5500024024213121906560.C04	5500024024213121906560.C04	618
5500024024213121906560.C06	5500024024213121906560.C06	618
5500024024213121906560.C07	5500024024213121906560.C07	619
5500024024213121906560.C08	5500024024213121906560.C08	619
5500024024213121906560.C09	5500024024213121906560.C09	619
5500024024213121906560.C10	5500024024213121906560.C10	619
5500024024213121906560.C11	5500024024213121906560.C11	619
5500024024213121906560.C12	5500024024213121906560.C12	619
5500024024213121906560.D01	5500024024213121906560.D01	618
5500024024213121906560.D02	5500024024213121906560.D02	618
5500024024213121906560.D03	5500024024213121906560.D03	618
5500024024213121906560.D05	5500024024213121906560.D05	618
5500024024213121906560.D06	5500024024213121906560.D06	618
5500024024213121906560.D07	5500024024213121906560.D07	619
5500024024213121906560.D08	5500024024213121906560.D08	619
5500024024213121906560.D09	5500024024213121906560.D09	619
5500024024213121906560.D11	5500024024213121906560.D11	619
5500024024213121906560.D12	5500024024213121906560.D12	619
5500024024213121906560.F01	5500024024213121906560.F01	618
5500024024213121906560.F02	5500024024213121906560.F02	618
5500024024213121906560.F03	5500024024213121906560.F03	618
5500024024213121906560.F04	5500024024213121906560.F04	618
5500024024213121906560.F05	5500024024213121906560.F05	618
5500024024213121906560.F06	5500024024213121906560.F06	618
5500024024213121906560.F07	5500024024213121906560.F07	619
5500024024213121906560.F08	5500024024213121906560.F08	619
5500024024213121906560.F09	5500024024213121906560.F09	619
5500024024213121906560.F10	5500024024213121906560.F10	619
5500024024213121906560.F11	5500024024213121906560.F11	619
5500024024213121906560.F12	5500024024213121906560.F12	619
5500024024213121906560.G01	5500024024213121906560.G01	618
5500024024213121906560.G04	5500024024213121906560.G04	618
5500024024213121906560.G05	5500024024213121906560.G05	618
5500024024213121906560.G06	5500024024213121906560.G06	618
5500024024213121906560.G07	5500024024213121906560.G07	619
5500024024213121906560.G09	5500024024213121906560.G09	619
5500024024213121906560.G10	5500024024213121906560.G10	619
5500024024213121906560.G11	5500024024213121906560.G11	619
5500024024213121906560.G12	5500024024213121906560.G12	619
5500024024213121906560.H02	5500024024213121906560.H02	618
5500024024213121906560.H03	5500024024213121906560.H03	618
5500024024213121906560.H04	5500024024213121906560.H04	618
5500024024213121906560.H05	5500024024213121906560.H05	618
5500024024213121906560.H06	5500024024213121906560.H06	618
5500024024213121906560.H08	5500024024213121906560.H08	619
5500024024213121906560.H09	5500024024213121906560.H09	619
5500024024213121906560.H10	5500024024213121906560.H10	619
5500024024213121906560.H11	5500024024213121906560.H11	619
5500024024213121906560.H12	5500024024213121906560.H12	619
5500024024213121906561.A01	5500024024213121906561.A01	616
5500024024213121906561.A02	5500024024213121906561.A02	616
5500024024213121906561.A03	5500024024213121906561.A03	616
5500024024213121906561.A04	5500024024213121906561.A04	616
5500024024213121906561.A05	5500024024213121906561.A05	616
5500024024213121906561.A07	5500024024213121906561.A07	617
5500024024213121906561.A08	5500024024213121906561.A08	617
5500024024213121906561.A09	5500024024213121906561.A09	617
5500024024213121906561.A10	5500024024213121906561.A10	617
5500024024213121906561.A11	5500024024213121906561.A11	617
5500024024213121906561.B01	5500024024213121906561.B01	616
5500024024213121906561.B02	5500024024213121906561.B02	616
5500024024213121906561.B03	5500024024213121906561.B03	616
5500024024213121906561.B04	5500024024213121906561.B04	616
5500024024213121906561.B06	5500024024213121906561.B06	616
5500024024213121906561.B07	5500024024213121906561.B07	617
5500024024213121906561.B08	5500024024213121906561.B08	617
5500024024213121906561.B09	5500024024213121906561.B09	617
5500024024213121906561.B10	5500024024213121906561.B10	617
5500024024213121906561.B12	5500024024213121906561.B12	617
5500024024213121906561.C01	5500024024213121906561.C01	616
5500024024213121906561.C02	5500024024213121906561.C02	616
5500024024213121906561.C03	5500024024213121906561.C03	616
5500024024213121906561.C04	5500024024213121906561.C04	616
5500024024213121906561.C05	5500024024213121906561.C05	616
5500024024213121906561.C06	5500024024213121906561.C06	616
5500024024213121906561.C07	5500024024213121906561.C07	617
5500024024213121906561.C08	5500024024213121906561.C08	617
5500024024213121906561.C09	5500024024213121906561.C09	617
5500024024213121906561.C10	5500024024213121906561.C10	617
5500024024213121906561.C11	5500024024213121906561.C11	617
5500024024213121906561.C12	5500024024213121906561.C12	617
5500024024213121906561.D01	5500024024213121906561.D01	616
5500024024213121906561.D02	5500024024213121906561.D02	616
5500024024213121906561.D03	5500024024213121906561.D03	616
5500024024213121906561.D05	5500024024213121906561.D05	616
5500024024213121906561.D06	5500024024213121906561.D06	616
5500024024213121906561.D07	5500024024213121906561.D07	617
5500024024213121906561.D08	5500024024213121906561.D08	617
5500024024213121906561.D09	5500024024213121906561.D09	617
5500024024213121906561.D11	5500024024213121906561.D11	617
5500024024213121906561.F01	5500024024213121906561.F01	616
5500024024213121906561.F02	5500024024213121906561.F02	616
5500024024213121906561.F03	5500024024213121906561.F03	616
5500024024213121906561.F04	5500024024213121906561.F04	616
5500024024213121906561.F05	5500024024213121906561.F05	616
5500024024213121906561.F06	5500024024213121906561.F06	616
5500024024213121906561.F07	5500024024213121906561.F07	617
5500024024213121906561.F08	5500024024213121906561.F08	617
5500024024213121906561.F09	5500024024213121906561.F09	617
5500024024213121906561.F10	5500024024213121906561.F10	617
5500024024213121906561.F11	5500024024213121906561.F11	617
5500024024213121906561.F12	5500024024213121906561.F12	617
5500024024213121906561.G01	5500024024213121906561.G01	616
5500024024213121906561.G03	5500024024213121906561.G03	616
5500024024213121906561.G04	5500024024213121906561.G04	616
5500024024213121906561.G05	5500024024213121906561.G05	616
5500024024213121906561.G06	5500024024213121906561.G06	616
5500024024213121906561.G07	5500024024213121906561.G07	617
5500024024213121906561.G09	5500024024213121906561.G09	617
5500024024213121906561.G10	5500024024213121906561.G10	617
5500024024213121906561.G11	5500024024213121906561.G11	617
5500024024213121906561.G12	5500024024213121906561.G12	617
5500024024213121906561.H02	5500024024213121906561.H02	616
5500024024213121906561.H03	5500024024213121906561.H03	616
5500024024213121906561.H04	5500024024213121906561.H04	616
5500024024213121906561.H05	5500024024213121906561.H05	616
5500024024213121906561.H06	5500024024213121906561.H06	616
5500024024213121906561.H08	5500024024213121906561.H08	617
5500024024213121906561.H09	5500024024213121906561.H09	617
5500024024213121906561.H10	5500024024213121906561.H10	617
5500024024213121906561.H11	5500024024213121906561.H11	617
5500024024213121906561.H12	5500024024213121906561.H12	617
5500024024213121906562.A01	5500024024213121906562.A01	626
5500024024213121906562.A02	5500024024213121906562.A02	626
5500024024213121906562.A03	5500024024213121906562.A03	626
5500024024213121906562.A04	5500024024213121906562.A04	626
5500024024213121906562.A05	5500024024213121906562.A05	626
5500024024213121906562.A07	5500024024213121906562.A07	627
5500024024213121906562.A08	5500024024213121906562.A08	627
5500024024213121906562.A09	5500024024213121906562.A09	627
5500024024213121906562.A10	5500024024213121906562.A10	627
5500024024213121906562.B01	5500024024213121906562.B01	626
5500024024213121906562.B02	5500024024213121906562.B02	626
5500024024213121906562.B03	5500024024213121906562.B03	626
5500024024213121906562.B04	5500024024213121906562.B04	626
5500024024213121906562.B06	5500024024213121906562.B06	626
5500024024213121906562.B07	5500024024213121906562.B07	627
5500024024213121906562.B08	5500024024213121906562.B08	627
5500024024213121906562.B09	5500024024213121906562.B09	627
5500024024213121906562.B10	5500024024213121906562.B10	627
5500024024213121906562.B12	5500024024213121906562.B12	627
5500024024213121906562.C01	5500024024213121906562.C01	626
5500024024213121906562.C02	5500024024213121906562.C02	626
5500024024213121906562.C03	5500024024213121906562.C03	626
5500024024213121906562.C04	5500024024213121906562.C04	626
5500024024213121906562.C05	5500024024213121906562.C05	626
5500024024213121906562.C06	5500024024213121906562.C06	626
5500024024213121906562.C07	5500024024213121906562.C07	627
5500024024213121906562.C08	5500024024213121906562.C08	627
5500024024213121906562.C09	5500024024213121906562.C09	627
5500024024213121906562.C10	5500024024213121906562.C10	627
5500024024213121906562.C11	5500024024213121906562.C11	627
5500024024213121906562.C12	5500024024213121906562.C12	627
5500024024213121906562.D01	5500024024213121906562.D01	626
5500024024213121906562.D02	5500024024213121906562.D02	626
5500024024213121906562.D03	5500024024213121906562.D03	626
5500024024213121906562.D05	5500024024213121906562.D05	626
5500024024213121906562.D06	5500024024213121906562.D06	626
5500024024213121906562.D07	5500024024213121906562.D07	627
5500024024213121906562.D08	5500024024213121906562.D08	627
5500024024213121906562.D09	5500024024213121906562.D09	627
5500024024213121906562.D11	5500024024213121906562.D11	627
5500024024213121906562.D12	5500024024213121906562.D12	627
5500024024213121906562.F01	5500024024213121906562.F01	626
5500024024213121906562.F02	5500024024213121906562.F02	626
5500024024213121906562.F03	5500024024213121906562.F03	626
5500024024213121906562.F04	5500024024213121906562.F04	626
5500024024213121906562.F05	5500024024213121906562.F05	626
5500024024213121906562.F06	5500024024213121906562.F06	626
5500024024213121906562.F07	5500024024213121906562.F07	627
5500024024213121906562.F08	5500024024213121906562.F08	627
5500024024213121906562.F09	5500024024213121906562.F09	627
5500024024213121906562.F10	5500024024213121906562.F10	627
5500024024213121906562.F11	5500024024213121906562.F11	627
5500024024213121906562.F12	5500024024213121906562.F12	627
5500024024213121906562.G01	5500024024213121906562.G01	626
5500024024213121906562.G03	5500024024213121906562.G03	626
5500024024213121906562.G04	5500024024213121906562.G04	626
5500024024213121906562.G05	5500024024213121906562.G05	626
5500024024213121906562.G06	5500024024213121906562.G06	626
5500024024213121906562.G07	5500024024213121906562.G07	627
5500024024213121906562.G09	5500024024213121906562.G09	627
5500024024213121906562.G10	5500024024213121906562.G10	627
5500024024213121906562.G11	5500024024213121906562.G11	627
5500024024213121906562.G12	5500024024213121906562.G12	627
5500024024213121906562.H02	5500024024213121906562.H02	626
5500024024213121906562.H03	5500024024213121906562.H03	626
5500024024213121906562.H04	5500024024213121906562.H04	626
5500024024213121906562.H05	5500024024213121906562.H05	626
5500024024213121906562.H06	5500024024213121906562.H06	626
5500024024213121906562.H08	5500024024213121906562.H08	627
5500024024213121906562.H09	5500024024213121906562.H09	627
5500024024213121906562.H10	5500024024213121906562.H10	627
5500024024213121906562.H11	5500024024213121906562.H11	627
5500024024213121906564.A01	5500024024213121906564.A01	628
5500024024213121906564.A02	5500024024213121906564.A02	628
5500024024213121906564.A03	5500024024213121906564.A03	628
